Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Total QMIs,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Survey Quarter,Annual Starts,Annual Closings,Quarterly Starts,Quarterly Closings,Excavation Count,Survey Stakes Count,Street Paving Count,Streets In Count,Vacant Developed Lot Count,Vacant Land Count,Under Construction Count,Finished Vacant Count,Models Count,Occupied Count,Future Inventory Count,VDL Months of Supply,Inventory Months of Supply,Finished Vacant Months of Supply,Profile Available,Active Adult,Zip Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001QGOhCAO,Northlake/Bleau,Lennar,,Active,Northlake,"Integral Communities, Lennar",Detached,Single-Family,5000,50,50x100,1/24/2021,,343,238,105,4,10/22/2025,4.14,0.33,2,3.08,2143,3460,2813,675990,999999,869279.57,10/22/2025,,,No Incentives Confirmed,,27000,Closing Cost w/ Preferred Lender,,,Other,100,,,1.16,"Mello Roos $292.00 per month. Approximate special assessment fees $3,504",,(916) 299-6002 / 916-462-,https://www.lennar.com/new-homes/california/sacramento/sacramento/bleau-at-northlake,5492,24ADFAFA-6C75-4D6E-9AEC-253506107E09,2025Q3,17,44,5,0,0,0,70,0,35,0,5,0,0,236,70,24.7,1.4,0,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68737,-121.55224
aAf3x000001QGOwCAO,Northlake/Crestvue,Lennar,,Active,Northlake,"Integral Communities, Lennar",Detached,Single-Family,5500,55,55x100,1/24/2021,,236,146,90,10,10/22/2025,2.54,3.33,3,3.08,1789,3178,2430,594990,831934,710971.5,10/22/2025,4.99,,Other,,27000,Closing Cost w/ Preferred Lender,,,Other,100,,,1.16,,,(916) 299-6002 / 916-462-,https://www.lennar.com/new-homes/california/sacramento/sacramento/northlake,5492,CEECC27E-8846-43B6-A2C6-504FC36BEC9D,2025Q3,34,43,16,11,0,0,0,48,22,0,17,3,5,141,48,7.8,7,0.8,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68303,-121.55023
aAf3x000001QGP1CAO,Northlake/Wavmor,Lennar,,Active,Northlake,"Integral Communities, Lennar",Detached,Single-Family,4500,45,45x100,1/24/2021,,320,177,143,8,10/21/2025,3.08,3.67,3.17,2.17,2127,2786,2479,645990,746990,689740,10/21/2025,4.99,,Other,,70000,Closing Cost w/ Preferred Lender,,,Other,100,,,1.16,,,(916) 299-6002 / 916-462-,https://www.lennar.com/new-homes/california/sacramento/sacramento/wavmor-at-northlake,5492,0B6F6E6F-B943-4074-99DA-00BE3570621A,2025Q3,41,19,9,13,0,0,0,0,129,0,14,5,4,168,0,37.8,14.5,3.2,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68737,-121.55224
aAf3x000001QGPBCA4,Northlake/Lakelet,Lennar,,Active,Northlake,"Integral Communities, Lennar",Detached,Single-Family,3690,41,41x90,1/24/2021,,307,183,124,8,10/22/2025,3.18,3.67,5.33,4.08,2103,2419,2220,595990,692990,631847.14,10/22/2025,4.99,,Other,,27000,Closing Cost w/ Preferred Lender,,,Other,100,,,1.16,"Mello Roos $235.00 per month. Approximate special assessment fees $2,820",,(916) 299-6002 / 916-462-,https://www.lennar.com/new-homes/california/sacramento/sacramento/lakelet-at-northlake,5492,0A863FFD-486B-40D8-9F85-184D5732093D,2025Q3,37,34,16,3,0,0,0,0,109,0,16,5,3,174,0,35.4,8.5,1.8,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68737,-121.55224
aAf3x000001QGPGCA4,Northlake/Drifton,Lennar,,Active,Northlake,"Integral Communities, Lennar",Detached,Single-Family,5500,55,55x100,4/1/2021,,236,160,76,6,8/23/2025,3,3.67,4.17,2.17,2282,3425,3119,681990,944863,821931,10/22/2025,4.99,,Other,,27000,Closing Cost w/ Preferred Lender,,,Other,100,,,1.16,"Mello Roos 308.00 per month. Approximate special assessment fees $3,696",,(916) 299-6002 / 916-462-,https://www.lennar.com/new-homes/california/sacramento/sacramento/drifton-at-northlake,5492,D78673B2-3278-404D-8030-F746656ECA00,2025Q3,40,18,9,6,0,0,49,0,15,0,19,3,4,148,49,4.5,17.3,2,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68737,-121.55224
aAf3x000001YfDMCA0,Copper Ridge,KB Home,,Active,,,Detached,Single-Family,6000,,"6,700",12/5/2021,,148,146,2,2,9/29/2025,3.15,0,0.5,0.58,1608,2622,2035,598230,847182,694360.5,9/29/2025,,5000,Closing Cost w/ Preferred Lender,,,No Incentives Confirmed,2,,Base Price,0,,,1.08,,,(916) 621-8959,https://www.kbhome.com/new-homes-sacramento/copper-ridge,,5B0B1FF3-BDA7-41C9-9E54-9C7F57617E8E,2025Q3,1,36,0,1,0,0,0,0,0,0,0,2,0,146,0,0,0.7,0.7,TRUE,Non Active Adult,95648,Lincoln,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Western Placer Unified School District,Carlin C. Coppin Elementary School,5,Glen Edwards Middle School,5,Lincoln High School,6,Lincoln,38.90219,-121.26887
aAf3x000001YgO2CAK,Sagebrook at Fiddyment Farm,JMC Homes,,Active,Fiddyment Farm,Wells Fargo Bank,Detached,Single-Family,5775,55,55x105,4/25/2021,,165,160,5,,10/8/2025,2.96,2,2.17,4.92,1962,3110,2339,729990,979990,837490,10/8/2025,4.99,,Closing Cost w/ Preferred Lender,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,0.92,,,(916) 724-4395,https://www.jmchomes.com/communities/sagebrook-fiddyment-farm,4723,66CDA9CB-0F75-41B1-8B32-AB853918CEBC,2025Q3,24,30,0,0,0,0,0,0,0,0,0,14,3,148,0,0,6.8,5.6,TRUE,Non Active Adult,95765,Rocklin,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Rocklin Unified School District,Sunset Ranch Elementary School,7,Granite Oaks Middle School,7,Whitney High School,9,Rocklin,38.82979,-121.27172
aAf3x000001YiPDCA0,Revival,Tim Lewis Communities,,Active,,,Detached,Single-Family,2400,,,5/1/2022,,72,71,1,1,9/24/2025,1.72,1.67,1.5,1.58,1450,1908,1686,525469,653367,589365,9/24/2025,,30000,Other,,,No Incentives Confirmed,2,,Base Price,131.25,,,1,,,(916) 787-3490,https://www.timlewis.com/communities/revival/,,4C510BEA-18F2-4337-B6BD-2D3DE02BF20F,2025Q3,5,32,0,4,0,0,0,0,0,0,1,1,0,70,0,0,0.8,0.4,TRUE,Non Active Adult,95776,Woodland,Yolo,6113,"Sacramento-Roseville-Folsom, CA",40900,CA,Woodland Joint Unified School District,Spring Lake Elementary,8,Douglass Middle School,5,Pioneer High School,6,Davis / Woodland,38.64487,-121.74485
aAf3x000001Yjl5CAC,Cresleigh Havenwood,Cresleigh Homes,,Active,,,Detached,Single-Family,5500,55,55x100,8/28/2021,,83,73,10,4,9/3/2025,1.5,0.67,0.5,1.42,2293,3377,2781,698500,783500,734750,9/3/2025,,15000,Other,,15000,Other,2.5,,Base Price,0,,,1.06,,,(916) 409-5595,https://cresleigh.com/havenwood/,,B42C8BEF-2A80-426E-B4FF-4C46F64A78B0,2025Q3,5,17,0,0,0,0,0,0,6,0,3,6,3,65,0,14.4,8.5,4.2,TRUE,Non Active Adult,95648,Lincoln,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Western Placer Unified School District,Carlin C. Coppin Elementary School,5,Glen Edwards Middle School,5,Lincoln High School,6,Lincoln,38.90555,-121.27342
aAf3x000001Yk5HCAS,Breckenridge at Sierra West,Lennar,,Active,,,Detached,Single-Family,3600,,45x80; 50x80,10/1/2021,,265,254,11,1,10/13/2025,5.19,4.33,5.33,4.42,2307,2804,2567,652990,742201,696169,10/13/2025,,10000,Closing Cost w/ Preferred Lender,,10000,Closing Cost w/ Preferred Lender,,,Other,0,,,1.17,Approximate special assessment fees,Temporarily Sold Out,(916) 472-3716,https://www.lennar.com/new-homes/california/sacramento/roseville/breckenridge-at-sierra-west,,F58E134C-ECB1-4AF6-A859-82177837756E,2025Q3,68,80,5,26,0,0,0,0,0,0,23,9,0,233,0,0,4.8,1.3,TRUE,Non Active Adult,95747,Roseville,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Roseville City Elementary School District,Orchard Ranch Elementary,7,Barbara Chilton Middle School,7,West Park High,8,Roseville,38.79026,-121.37703
aAf3x000001WWujCAG,Montrose at The Ranch,K. Hovnanian Homes,,Active,The Ranch,K. Hovnanian Homes,Detached,Single-Family,3825,45,45x85,1/15/2022,,113,107,6,5,10/7/2025,2.37,1.67,2,2.5,2226,2628,2428,560990,685990,618990,10/13/2025,2.99,,Other,2.99,,Other,3,,Base Price,50,,,1.75,Mello roos included in 1.75 tax rate,,(888) 802-1243,https://www.khov.com/find-new-homes/california/rancho-cordova/95742/k-hovnanian-homes/montrose-at-the-ranch?ref=BHI,5580,304F85EC-A5DC-4BE4-BCBC-1C9DC13C9EEB,2025Q3,24,34,0,2,0,0,0,0,0,0,0,4,0,109,0,0,1.4,1.4,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.55006,-121.22322
aAf3x000001WY6nCAG,Seasons at Sierra Vista,Richmond American Homes,,Active,,,Detached,Single-Family,3690,,"3,790",2/20/2022,,143,134,9,6,10/10/2025,3.04,3.67,5.33,5.5,1730,2630,2090,568193,676284,608158.33,10/10/2025,4,,Closing Cost w/ Preferred Lender,,,No Incentives Confirmed,3,,Final Price,116.75,,,1.22,,Gated,(916) 472-7385,https://www.richmondamerican.com/c/32300000?ch=online&ls=inventory-site&ta=bdx&td=link&utm_source=bdx&utm_medium=inventory-site&utm_campaign=sac-sac-community,,9D2FD4F1-9D89-4415-832A-7D5C126D81E1,2025Q3,46,63,0,10,0,0,0,0,0,0,8,17,3,115,0,0,5.3,3.2,TRUE,Non Active Adult,95747,Roseville,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Center Joint Unified School District,,,Wilson C. Riles Middle School,5,Center High,7,Roseville,38.76011,-121.38129
aAf3x000001WdcmCAC,Wildhawk North/Bluestone,Taylor Morrison,,Active,,,Detached,Single-Family,3200,32,32x100,10/22/2022,,149,114,35,4,10/24/2025,3.13,2.33,2.83,2.5,1556,1778,1687,519999,538999,530749,10/24/2025,,25000,Closing Cost w/ Preferred Lender,,25000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.86,,,(916) 634-0975,https://www.taylormorrison.com/ca/sacramento/sacramento/bluestone-at-wildhawk-north,,7321AB93-6AC9-4DF9-8B42-83BA485351DE,2025Q3,58,31,12,21,0,0,0,0,37,0,23,4,2,84,0,7.7,11.2,1.5,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sierra-Enterprise Elementary School,6,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.4819,-121.31615
aAf3x000001WdzQCAS,Ascent at Montelena,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,7200,72,72x100,5/7/2022,,127,106,21,4,10/24/2025,2.52,2.33,2.17,3.08,2526,2973,2783,625990,675990,654990,10/24/2025,,,Other,,,Other,2,,Base Price,0,,,1.49,N/A,,(916) 302-8760,https://www.pulte.com/homes/california/sacramento/rancho-cordova/ascent-at-montelena-210916,,23BEFF00-5B6D-45EE-9A7D-C252816420D5,2025Q3,38,47,12,5,0,0,0,0,15,0,18,3,4,87,0,4.7,6.4,0.8,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.55569,-121.232
aAf3x000001WeYqCAK,Saratoga Estates/Ponderosa,Elliott Homes,,Active,,,Detached,Single-Family,5098,,"12,000",4/1/2022,,56,43,13,11,10/7/2025,1.01,1.67,1.33,1.42,2437,3666,2945,939950,1090950,724565,10/7/2025,,,Other,,,No Incentives Confirmed,2,,Base Price,115,,,1.06,special tax assessment fees,Gated,(916) 936-5608,https://www.elliotthomes.com/communities/california/sacramento/ponderosa-at-saratoga-estates?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=ponderosa-at-saratoga-estates,,071BBF59-83F1-4C9D-ABD1-3F7598EDFF5E,2025Q3,0,16,0,2,0,0,0,0,0,0,0,15,0,41,0,,11.3,11.3,TRUE,Non Active Adult,95762,El Dorado Hills,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Buckeye Union Elementary School District,William Brooks Elementary School,8,Oak Ridge High School; Rolling Hills Middle School,10; 8,Oak Ridge High School,10,El Dorado Hills,38.65453,-121.08207
aAf3x000001WfJJCA0,Paseo at The Ranch,K. Hovnanian Homes,,Active,The Ranch,K. Hovnanian Homes,Detached,Single-Family,2120,,,10/28/2022,,130,127,3,3,10/9/2025,3.55,8.67,5.67,4,1727,2028,1879,479990,575990,533240,10/13/2025,2.99,,Other,2.99,,Other,3,,Base Price,50,,,1.75,,,(916) 237-9080,https://www.khov.com/find-new-homes/california/rancho-cordova/95742/k-hovnanian-homes/paseo-at-the-ranch?ref=BHI,5580,50F5A7C8-C6E4-4FAC-8E99-4426563755E9,2025Q3,41,47,1,16,0,0,0,0,2,0,5,7,2,114,0,0.6,3.6,1.8,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.55032,-121.22383
aAf3x000001WfmoCAC,Hidden Ridge,Toll Brothers,,Active,,,Detached,Single-Family,9000,,75x120,5/15/2022,,90,86,4,2,9/17/2025,2.12,0.67,1,1.67,3006,4022,3500,1004995,1999000,1309663.33,9/17/2025,3.63,,Closing Cost w/ Preferred Lender,,,No Incentives Confirmed,,15000,Flat,247,,,1.06,"1298/year.  tax rate is stacey's tentative estimate, may be significantly different come open date.",Gated,(530) 618-8899,https://www.tollbrothers.com/luxury-homes-for-sale/California/Hidden-Ridge,,E9CBD5A0-C6DB-40FB-8180-BD763975B05B,2025Q3,17,33,0,9,0,0,0,0,0,0,2,2,1,85,0,0,1.8,0.7,TRUE,Non Active Adult,95762,El Dorado Hills,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Rescue Union Elementary School District,Green Valley Elementary School,7,Pleasant Grove Middle School,6,Ponderosa High School,9,El Dorado Hills,38.67384,-121.02584
aAf3x000001WgRvCAK,Jubilee at Independence,TRI Pointe Homes,"TRI Pointe Homes, Inc.",Active,,,Detached,Single-Family,6000,60,60x100,4/20/2024,,90,45,45,5,9/24/2025,2.59,2,1.67,2.33,1752,2129,1934,576790,619971,594692.33,10/2/2025,4,,Other,,30000,Closing Cost w/ Preferred Lender,,10000,Flat,0,,,1.06,,,(916) 412-7557,https://www.tripointehomes.com/ca/sacramento/jubilee-at-independence/,,4AFE9D44-DA2A-4F7E-89B3-89F54C555085,2025Q3,21,29,7,4,0,0,0,0,31,0,7,10,2,40,0,17.7,7.9,4.1,TRUE,Non Active Adult,95648,Lincoln,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Western Placer Unified School District,Twelve Bridges Elementary School,7,Twelve Bridges Middle School,8,Twelve Bridges High School,7,Lincoln,38.86959,-121.27006
